line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office_source,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,customs_office,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
75,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Bray résine,brai résines,297.00000594,5940,Livres,livres,.050000001,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,6,brai et résines,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,21,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Brai, goudron et résines",No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,2907.6299,.10214505,0,0,0,1,1,1,297,0,0,-5.9399999e-06
76,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Chapeaux de laine,chapeaux de laine,1140,19,Douzaines,douzaine,60,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Navarre,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,195,chapeaux de laine,8,x,Lainage,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,375,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Chapeaux hors paille et écorce,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,nombre,12,nombre,1,0,228,5,0,0,0,1,1,0,1140,0,0,0
77,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Chair de porc jambon,chair de porcs jambon,3874.20012914,6457,Livres,livres,.60000002,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,-.2,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,3,jambon,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1020,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Chairs et œufs,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,3160.7014,1.2257406,0,0,0,1,1,1,3874,0,0,-.20012914
78,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Cordage,cordage,1098.40002746,2746,Livres,livres,.40000001,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,-.40000001,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,178,cordage,6d,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,629,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Cordage et filets,No link with beaver,filés,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,1344.167,.81716037,0,0,0,1,1,1,1098,0,0,-.40002745
79,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Cuir de bœuf tanné,cuirs de bœuf tannés,7130,7130,Livres,livres,1,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,8,cuirs de bœuf tannés,6a,x,,0,Hors Canada,,0,not a medical product,752,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.4895,0,3490.135,2.0429008,0,0,0,1,1,0,7130,0,0,0
81,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Cuir de vache tanné,cuirs de vache tannés,5317.19988184,5908,Livres,livres,.89999998,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,-.2,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,8,cuirs tannés de vache,6a,x,,0,Hors Canada,,0,not a medical product,385,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.4895,0,2891.9661,1.8386108,0,0,0,1,1,1,5317,0,0,-.19988184
83,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Cuivre ouvré,cuivre ouvré,522.5,209,Livres,livres,2.5,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,-.5,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,560,ouvrages de cuivre,6j,x,Hardware,0,Hors Canada,,0,not a medical product,1016,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,102.3055,5.1072521,0,0,0,1,1,1,522,0,0,-.5
86,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Eau de vie simple,eau-de-vie simple,20821.5,165.25,Muids,muids,126,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,Erreur de calcul,-1639.5,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Guyenne,Guyenne,Bayonne,France,Bayonne,France,France,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,44053.668,.47263944,0,0,0,1,1,1,19182,0,0,-1639.5
92,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Fayence,faïence,139,,,unité manquante,,1789,Bayonne,Saint-Esprit de Bayonne,Gascogne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Gascogne,Guyenne,Bayonne,France,Bayonne,France,France,Not Outre-mers,608,faïence,6k,x,"Porcelaine, Fayance, Poterie",0,Hors Canada,,0,not a medical product,1580,,Pas grain (0),not raw cotton,fayence,Not coffee,Substitut 1 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,139,0,0,
93,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Fil de lin,fil de lin,110,22,Livres,livres,5,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,46,fil de lin,6d,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,79,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fils divers,No link with beaver,filés,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Matières premières,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,10.769,,0,0,0,1,1,0,110,1,0,0
94,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Fourage foin,fourrages foin,944,47200,Livres,livres,.02,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,11,foin,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,168,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,livres,1,kg,.4895,0,23104.4,.040858019,0,0,0,1,1,0,944,0,0,0
96,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Grains divers,grains divers,290,,,unité manquante,,1789,Bayonne,Saint-Esprit de Bayonne,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,,,Bayonne,France,Bayonne,France,France,Not Outre-mers,2,grains divers,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,52,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,290,0,0,
97,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Grains avoine,grains avoine,5071.5002254,112700,Livres,livres,.045000002,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,Erreur de calcul,-563.5,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,4,grains avoine,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,72,,Menus grains (3),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,55166.648,.091930546,0,0,0,1,1,1,4508,0,0,-563.50024
98,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Grains bled d'inde,grains blé d'Inde,65300.99891165,1088350,Livres,livres,.059999999,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,5,grains maïs,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,108,,Menus grains (3),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,532747.31,.12257405,0,0,0,1,1,1,65301,0,0,.00108835
99,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Grains froment,grains froment,163534,1168100,Livres,livres,.14,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Navarre,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,13,froment,0a,,,,,,,,,,,,,,,,Blé et autres grains comestibles,,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,571784.94,.28600612,0,0,0,1,1,1,163534,0,0,-2.9103830e-11
101,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Bayonne,Exports,Grains menus grains,grains menus grains,2063.9999656,34400,Livres,livres,.059999999,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,5,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Béarn,Béarn,Bayonne,France,Bayonne,France,France,Not Outre-mers,1,grains menu,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Menus grains (3),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,16838.801,.12257405,0,0,0,1,1,1,2064,0,0,.0000344
