line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office_source,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,customs_office,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
96,National toutes directions partenaires manquants,1789,Amiens,Dunkerque,Dunkerque,Exports,Ustenciles ; de pêche,ustensiles de pêche,2940,14.7,quintal,quintal,200,1789,Amiens,Boulogne sur Mer,Boulonais,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Amiens_Exports_1789.csv,AN F12 1666,6,,,,,Jérémy Hervelin,,unité d'origine : livre,0,,,,,,,,Amiens,Picardie,Picardie,Boulogne-sur-Mer,Boulonais,Picardie,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,4,outils de pêche,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,67,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages divers et mélangés,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,50,kg,.4895,0,359.7825,8.1716032,0,0,0,1,1,0,2940,0,0,0
101,National toutes directions partenaires manquants,1789,Amiens,Dunkerque,Dunkerque,Exports,Vin,vin,160,1.1111112,muid,muids,143.9999884800009,1789,Amiens,Boulogne sur Mer,Bordeaux,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Amiens_Exports_1789.csv,AN F12 1666,7,,,,,Jérémy Hervelin,,unités d'origine : muid et pintes,,,,,,,,,Amiens,Picardie,Picardie,Boulogne-sur-Mer,Bordeaux,Guyenne,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,739,vin,1,x,Vin de France,0,Hors Canada,,0,not a medical product,844,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,296.20892,,0,0,0,1,1,0,160,1,0,0
106,National toutes directions partenaires manquants,1789,Amiens,Dunkerque,Dunkerque,Exports,Vinaigre,vinaigre,788,3,muid,muids,262.6666666666667,1789,Amiens,Boulogne sur Mer,Amiens,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Amiens_Exports_1789.csv,AN F12 1666,7,,,,,Jérémy Hervelin,,,,,,,,,,,Amiens,Picardie,Picardie,Boulogne-sur-Mer,Amiens,Picardie,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2212,vinaigre,0a,x,Vinaigre de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1641,Vinaigre,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Bière, cidre et vinaigre",No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,799.76398,,0,0,0,1,1,0,788,1,0,0
120,National toutes directions partenaires manquants,1789,Amiens,Dunkerque,Dunkerque,Exports,Fruits ; secs ; noisettes,fruits secs noisettes,1000,6000,livre,livres,.1666666666666667,1789,Amiens,Calais,Etranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Amiens_Exports_1789.csv,AN F12 1666,9,,,,,Jérémy Hervelin,,,,,,,,,,,Amiens,Picardie,Picardie,Calais,Étranger,Monde,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,8,noisette sèches,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,10,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits secs et noix,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,2937,,0,0,0,1,1,0,1000,1,0,0
141,National toutes directions partenaires manquants,1789,Amiens,Dunkerque,Dunkerque,Exports,Papier ; blanc,papier blanc,1858,1858,livre,livres,1,1789,Amiens,Calais,Normandie,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Amiens_Exports_1789.csv,AN F12 1666,9,,,,,Jérémy Hervelin,,,0,,,,,,,,Amiens,Picardie,Picardie,Calais,Normandie,Normandie,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,699,papier blanc,6c,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1095,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Papier,No link with beaver,,,,Papier,Paper products,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,909.49103,2.0429008,0,0,0,1,1,0,1858,0,0,0
444,National toutes directions partenaires manquants,1789,Bayonne,Dunkerque,Dunkerque,Exports,Bray sec,brai sec,303.9999924,7600,Livres,livres,.039999999,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,17,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Guyenne,Guyenne,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,405,brai sec,5,x,,0,Peut-être Canada,,0,not a medical product,529,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Brai, goudron et résines",No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,3720.2,.081716038,0,0,0,1,1,1,304,0,0,7.6000001e-06
459,National toutes directions partenaires manquants,1789,Bayonne,Dunkerque,Dunkerque,Exports,Bray resine,brai résines,271.9999932,6800,livres,livres,.039999999,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bayonne_Exports_1789.csv,AN F12 1666,17,,,,,Laura Moutou,,,0,,,,,,,,Bayonne,Guyenne,Béarn,Saint-Esprit de Bayonne,Guyenne,Guyenne,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,6,brai et résines,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,21,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Brai, goudron et résines",No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,3328.6001,.081716038,0,0,0,1,1,1,272,0,0,6.7999999e-06
17,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque et Petites Isles,Dunkerque et Petites Îles,Exports,Anis ; vert,anis vert,566.5,10.3,quintal,quintal,55,1789,Bordeaux,Bordeaux,Languedoc,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,2,31036,,,,Jérémy Hervelin,,erreur de calcul,-6,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Languedoc,Languedoc,Dunkerque et Petites Îles,France,Dunkerque et Petites Îles,France,France,Not Outre-mers,11,anis vert,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,74,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Denrées coloniales et épiceries diverses,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,50,kg,.4895,0,252.0925,2.247191,0,0,0,1,1,1,566,0,0,-.5
66,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque et Petites Isles,Dunkerque et Petites Îles,Exports,Bray ; sec et rasine,brai sec et résines,4376.3,437.63,quintal,quintal,10,1789,Bordeaux,Bordeaux,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,2,25745,,,,Jérémy Hervelin,,erreur de calcul,-.80000001,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Guyenne,Guyenne,Dunkerque et Petites Îles,France,Dunkerque et Petites Îles,France,France,Not Outre-mers,9,brai sec et résines,5,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,9,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Brai, goudron et résines",No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,50,kg,.4895,0,10710.994,.40858018,0,0,0,1,1,1,4376,0,0,-.30000001
100,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque,Dunkerque,Exports,Chapeaux ; divers,chapeaux divers,19720,56000,livre,livres,.3521428571428571,1789,Bordeaux,Bordeaux,,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,2,1792,,,,Jérémy Hervelin,,"pas de prix, ni de quantité",1792,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,17,chapeaux,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,452,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Chapeaux hors paille et écorce,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,27412,,0,0,0,1,1,0,19720,1,0,0
185,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque,Dunkerque,Exports,Drogues ; pour la peinture et teinture ; pastel,drogues pour les peintures et teinture pastel,300,,,unité manquante,0,1789,Bordeaux,Bordeaux,Languedoc,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,300,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Languedoc,Languedoc,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,3,pastel,5,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,85,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières brutes et transformées pour teinture,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,300,0,0,
193,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque,Dunkerque,Exports,Drogues ; pour la peinture et teinture ; tartre blanc,drogues pour les peintures et teinture tartre blanc,1171.199936,36.599998,quintal,quintal,32,1789,Bordeaux,Bordeaux,Languedoc,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,,-.2,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Languedoc,Languedoc,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,6,tartre blanc,2,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,7,Tartre,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières brutes et transformées pour teinture,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,livres,50,kg,.4895,0,895.78497,1.3074566,0,0,0,1,1,1,1171,0,0,-.199936
236,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque,Dunkerque,Exports,Eau ; de vie ; simple,eau-de-vie simple,12032,24064,pinte,pintes,.5,1789,Bordeaux,Bordeaux,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,total de 30716 - conforme à la source,0,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Guyenne,Guyenne,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,70,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,1,litres,.9521000000000001,1,22911.334,.52515495,0,0,0,1,1,0,12032,0,0,0
237,National toutes directions partenaires manquants,1789,Bordeaux,Dunkerque,Dunkerque,Exports,Eau ; de vie ; simple,eau-de-vie simple,4340,8680,pinte,pintes,.5,1789,Bordeaux,Bordeaux,Angoumois,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,3,,,,,Jérémy Hervelin,,unités d'origine : muids et pintes,868,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Angoumois,Angoumois,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,70,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,1,litres,.9521000000000001,1,8264.2275,.52515495,0,0,0,1,1,1,5208,0,0,868
348,National toutes directions partenaires manquants,1789,Bordeaux,"Petites Isles, Lorient, Dunkerque et Bayonne","Petites Îles, Bayonne, Dunkerque et Lorient",Exports,Fruits ; secs ; prunes ; communes,fruits secs prunes communes,32364.2,1618.21,quintal,quintal,20,1789,Bordeaux,Bordeaux,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_Bordeaux_Exports_1789.csv,AN F12 1666,4,553645,,,,Jérémy Hervelin,,erreur de calcul,199.2,,,,,,,,Bordeaux,Guyenne,Guyenne,Bordeaux,Guyenne,Guyenne,"Bayonne, Dunkerque, Lorient et Petites Îles",France,"Bayonne, Dunkerque, Lorient et Petites Îles",France,France,Not Outre-mers,11,prunes communes sèches,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,13,"Fruits ; divers ; amandes, pelures, raisins, prunes",Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits secs et noix,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,50,kg,.4895,0,39605.691,.81716037,0,0,0,1,1,1,34883,0,0,2518.8
