line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office_source,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,customs_office,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
5058,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; de campêche,bois de Campêche,480,4000,Livres,livres,.12,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,480,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,185,bois de Campêche,2,x,,0,Hors Canada,amérique du sud,0,not a medical product,910,Bois ; de teinture,Pas grain (0),not raw cotton,logwood,Not coffee,Sans lien avec la porcelaine,out,Matières brutes et transformées pour teinture,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,livres,1,kg,.4895,0,1958,,0,0,0,0,1,0,480,1,0,0
5059,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Bois ; de gayac,bois de gaïac,754,5030,Livres,livres,.1499005964214712,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,754,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,142,bois de gaïac,6b,,,0,Hors Canada,,0,narrow medical product,304,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,2462.1851,,0,0,0,0,1,0,754,1,0,1.1368684e-13
5060,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Carret,caret,552,46,Livres,livres,12,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,552,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,36,caret,0a,x,,0,Hors Canada,,0,not a medical product,34,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fils divers,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Matières premières,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,22.517,,0,0,0,0,1,0,552,1,0,0
5061,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Confitures,confitures,294,201,Livres,livres,1.462686567164179,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,294,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,1949,confitures,0a,x,,0,Hors Canada,,0,not a medical product,1557,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Peut-être réexportation,livres,1,kg,.4895,0,98.389503,,0,0,0,0,1,0,294,1,0,0
5062,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Cuirs ; en poil,cuirs en poil,32076,1782,Nombres,nombre,18,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,32076,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,52,cuirs en poil,6a,x,,0,Hors Canada,,0,not a medical product,409,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,nombre,1,nombre,1,0,1782,,0,0,0,0,1,0,32076,1,0,0
5063,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Liqueurs,liqueurs,328,,,unité manquante,,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,328,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,1713,liqueurs,1,x,,0,Hors Canada,,0,not a medical product,1621,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,0,1,0,328,0,0,
5064,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Riz,riz,6284,20947,Livres,livres,.2999952260466893,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,6284,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,590,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,10253.557,,0,0,0,0,1,0,6284,1,0,0
5065,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Sirop ; fin,sirop fin,12,12,Livres,livres,1,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,12,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,19,sirop fin,0a,x,,0,Peut-être Canada,,0,not a medical product,31,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sirop et mélasse,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,5.8740001,,0,0,0,0,1,0,12,1,0,0
5066,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Tabac ; fabriqué,tabac fabriqué,480,385,Livres,livres,1.246753246753247,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,480,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,28,tabac fabriqué,1,x,,0,Peut-être Canada,,0,not a medical product,41,Tabac ; de Virginie,Pas grain (0),not raw cotton,tobacco,Not coffee,Sans lien avec la porcelaine,out,Tabac,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Matières premières,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,188.4575,,0,0,0,0,1,0,480,1,0,0
5067,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Tabac ; en feuilles,tabac en feuilles,5122,6830,Livres,livres,.7499267935578331,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,5122,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,250,feuilles de tabac,1,x,,0,Peux-être Canada,,0,not a medical product,609,Tabac ; de Virginie,Pas grain (0),not raw cotton,tobacco,Not coffee,Sans lien avec la porcelaine,out,Tabac,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Matières premières,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,3343.2849,,0,0,0,0,1,0,5122,1,0,0
5068,National toutes directions partenaires manquants,1788,Bayonne,Colonie française de l'Amérique,Colonies françaises de l'Amérique,Imports,Objets ; divers,objets divers,46,,,unité manquante,,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,46,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Colonies françaises d'Amérique,Amériques,Colonies françaises d'Amérique,Colonies,Colonies françaises,Other outre-mers,14,divers,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,2990,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers incertains,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,0,1,0,46,0,0,
5069,National toutes directions partenaires manquants,1788,Bayonne,Sénégal et Guinée,Sénégal et Guinée,Imports,Morphil,morphil,7530,1255,Livres,livres,6,1788,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/AN_F12_1835_Colonies_Imports_1788.csv,AN F12 1835,103,7530,,,,David Cassagnes,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Guinée et Sénégal,Afrique,Guinée et Sénégal,Guinée,Colonies françaises,Africa,25,dents d'éléphant,2,x,,0,Hors Canada,,0,not a medical product,20,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cornes, corail, écailles, ivoire et nacre",No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits agricoles,Peut-être réexportation,livres,1,kg,.4895,0,614.32251,,0,0,0,0,1,0,7530,1,0,0
1,National toutes directions partenaires manquants,1789,Bayonne,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Cacao,cacao,38815,77632,livres,livres,.4999871187139324,1789,Bayonne,Bayonne,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,Bayonne,Guyenne,Béarn,Bayonne,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,2155,cacao,0b,x,,0,Hors Canada,,0,not a medical product,1752,Cacao,Pas grain (0),not raw cotton,cocoa,Not coffee,Sans lien avec la porcelaine,out,Cacao et chocolat,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.4895,0,38000.863,,0,0,0,1,1,0,38815,1,0,0
1,National toutes directions partenaires manquants,1789,Bayonne,Hollande,Hollande,Imports,Acier,acier,4160,13700,Livres,livres,.3036496350364963,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Bayonne_Imports_1789.csv,AN F12 1667,3,,,,,Nannini Elisabeth,,,,,,,,,,,Bayonne,Guyenne,Béarn,Port franc de Bayonne et Saint Jean de Luz,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,1749,acier,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1389,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Acier,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Métaux,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,6706.1499,,0,0,0,1,1,0,4160,1,0,0
2,National toutes directions partenaires manquants,1789,Bayonne,Suede,Suède,Imports,Acier,acier,600,2000,Livres,livres,.3,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Bayonne_Imports_1789.csv,AN F12 1667,3,,,,,Nannini Elisabeth,,,,,,,,,,,Bayonne,Guyenne,Béarn,Port franc de Bayonne et Saint Jean de Luz,,,Suède,Nord,Suède et ses colonies,Suède,Suède et ses colonies,Not Outre-mers,1749,acier,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1389,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Acier,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Métaux,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,979,,0,0,0,1,1,0,600,1,0,0
3,National toutes directions partenaires manquants,1789,Bayonne,L'Espagne et les Etats en dépendant,Espagne et les états en dépendant,Imports,Agrèts de vaisseaux,agrès de vaisseaux,3000,1,nombre,nombre,3000,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_Bayonne_Imports_1789.csv,AN F12 1667,3,,,,,Nannini Elisabeth,,,,,,,,,,,Bayonne,Guyenne,Béarn,Port franc de Bayonne et Saint Jean de Luz,,,Espagne et ses colonies,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,1,agrès,7,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,13,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bâtiments de mer et apparaux,No link with beaver,,,,Machines et moyens de transport y compris sellerie,Machines and transportation,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,nombre,1,nombre,1,0,1,,0,0,0,1,1,0,3000,1,0,0
